TransactionID,isFraud,Flag_Identity,day,week,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3360913,0,1,107,16,9316868,3.467,C,16136,204,185,visa,138,debit,,,,80,gmail.com,gmail.com,3,24,0,18,0,18,18,9,0,6,6,6,19,2,229,229,6,0,,0,,,,0,,0,0,,184,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,,,,,,,0,,,,0,0,,,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,,,,,,,0,2,0,0,0,0,4,0,2,0,0,1,5,3,0,0,0,0,0,0,0,0,0,1,2,2,1,0,15.836400032043455,6.3281998634338379,0,15.836400032043455,0,6.3281998634338379,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,249846,,,0,0,,,,,100,NotFound,33,,New,NotFound,225,15,266,507,,,,,,,,New,NotFound,,firefox,,,,false,false,true,false,mobile,rv:59.0
3244950,0,1,71,11,6194785,18.851,C,15885,545,185,visa,138,debit,,,,94,gmail.com,gmail.com,3,8,0,1,0,1,1,2,0,5,2,2,8,3,69,69,21,112,21,112,21,29.666666030883789,0.66666597127914429,0,,112,29,0,108,,,,M0,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,2,1,1,1,1,1,1,2,1,2,0,0,1,1,2,0,0,1,2,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40.110401153564453,0,0,0,0,20.055200576782227,40.110401153564453,20.055200576782227,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,40.110401153564453,0,0,40.110401153564453,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,421073,0,0,0,0,,,0,0,100,NotFound,52,,Found,Found,225,,266,325,,,,,,,,Found,Found,,chrome 64.0,,,,false,false,true,false,desktop,Windows
3155673,0,1,41,6,3618507,18.131,C,15885,545,185,visa,138,debit,,,,,gmail.com,gmail.com,1,5,0,1,0,1,1,5,0,7,3,3,6,1,421,421,27,422,27,422,27,,,0,,422,0,0,384,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,2,0,2,0,0,0,1,3,1,1,0,111.23639678955078,0,0,21.687599182128906,0,0,0,0,0,0,0,0,0,89.548797607421875,0,,,,,,,,,,,,,,,,,,,0,100643,,,0,0,,,,,100,NotFound,20,,New,NotFound,225,,266,507,,,,,,,,New,NotFound,,chrome generic,,,,false,false,true,true,mobile,Moto E (4) Plus Build/NMA26.42-69
3056541,0,1,18,3,1559012,43.142,C,3154,408,185,mastercard,224,debit,,,,21,hotmail.com,hotmail.com,1,5,0,1,0,1,1,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0.041666001081466682,0.041666001081466682,0,,0,0,0,0,,,,M0,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,5,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,5,2,2,2,2,5,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150.99699401855469,150.99699401855469,150.99699401855469,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,86.28399658203125,86.28399658203125,86.28399658203125,0,0,0,4,4,4,4,5,5,2,2,2,0,2,5,5,5,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,150.99699401855469,150.99699401855469,150.99699401855469,64.712997436523438,64.712997436523438,64.712997436523438,0,64.712997436523438,64.712997436523438,64.712997436523438,86.28399658203125,86.28399658203125,86.28399658203125,0,0,0,4,4,4,5,5,2,2,2,2,2,2,5,5,5,2,2,2,0,0,0,0,0,0,1,1,1,1,150.99699401855469,150.99699401855469,150.99699401855469,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,64.712997436523438,86.28399658203125,86.28399658203125,86.28399658203125,0,0,0,,,,,,,,,,,,,,,,,,,-10,53920,0,0,0,0,,,0,0,100,NotFound,52,,Found,Found,225,,266,638,,,,,,,,Found,Found,,chrome 63.0,,,,false,false,true,true,desktop,Windows
3548016,0,1,171,25,14857920,125,S,15775,481,150,mastercard,102,credit,330,87,,,,yahoo.com,5,3,0,3,0,0,0,8,0,3,5,0,61,5,42,42,0,,,256,0,26.958332061767575,0.95833301544189442,253,,,26,256,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,557,1032,639,0,27,10,546,928,594,11,77,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,63238,109786,71188,0,2301,1052,62073,99776,66479,1165,7709,3657,0,0,0,0,0,546,11,35,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2401,0,0,0,62073,66479,1165,551,621,0,1,14,0,0,1,7,1,540,883,586,61,11,61,27,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62602,103558,69440,0,0,877,75,1961,465,61437,95169,65631,1165,6428,2932,,,,0,0,0,,,,,0,,,,,,,73,,,,0,0,,,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,,,,,,,557,637,0,1,1,0,26,0,9,1,1,1,2,1,546,929,594,71,11,71,34,0,0,2,5,3,1,63238,109299,71023,0,2191,0,942,100,740,100,62073,99882,66479,1165,7226,3602,557,1033,639,0,27,10,11,77,35,63238,109892,71188,0,2301,1052,1165,7709,3657,-10,1589,0,0,6,0,,,0,0,100,Found,52,-300,Found,Found,166,,633,533,,,,,,,,Found,Found,Windows 10,edge 16.0,24,1366x768,match_status:2,true,false,true,false,desktop,Windows
3373654,0,1,112,17,9682855,67.127,C,9941,273,185,mastercard,224,credit,,,,,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M0,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,372143,,,0,0,,,,,100,NotFound,52,,New,NotFound,225,,266,595,,,,,,,,New,NotFound,,chrome 64.0,,,,false,false,true,false,desktop,
3300402,0,1,90,13,7794014,102.956,C,10568,204,185,visa,226,credit,,,,7,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M0,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,599289,,,0,0,,,,,100,NotFound,52,,New,NotFound,225,,266,507,,,,,,,,New,NotFound,,chrome 64.0,,,,false,false,true,false,desktop,Windows
3543558,0,1,170,25,14702929,15.616,C,15885,545,185,visa,138,debit,,,,33,hotmail.com,hotmail.com,3,3,0,1,0,1,1,2,0,2,1,1,3,3,0,,,353,277,353,277,,,0,,353,0,0,353,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,113590,,,0,0,,,,,100,NotFound,52,-360,New,NotFound,225,,427,563,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,false,true,true,false,desktop,Trident/7.0
3547531,0,1,171,25,14849256,110,S,15775,481,150,mastercard,102,credit,330,87,,,,yahoo.com,5,3,0,3,0,0,0,8,0,3,5,0,61,5,42,42,0,,,256,0,26.833332061767575,0.83333301544189453,253,,,26,256,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,433,908,550,0,27,10,422,804,501,11,77,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,48153,94701,59843,0,2301,1052,46988,84691,54749,1165,7709,4042,0,0,0,0,0,422,11,39,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2401,0,0,0,46988,54749,1165,427,504,0,1,14,0,0,1,7,1,416,759,469,61,11,61,27,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47517,88473,55125,0,0,877,75,1961,465,46352,80084,51316,1165,6428,2932,,,,0,0,0,,,,,0,,,,,,,73,,,,0,0,,,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,,,,,,,433,548,0,1,1,0,26,0,9,1,1,1,2,1,422,805,501,71,11,71,38,0,0,2,5,4,1,48153,94214,59678,0,2191,0,942,100,740,100,46988,84797,54749,1165,7226,3987,433,909,550,0,27,10,11,77,39,48153,94807,59843,0,2301,1052,1165,7709,4042,-10,10433,0,0,0,0,,,0,0,100,Found,52,-300,Found,Found,166,,633,533,,,,,,,,Found,Found,Windows 10,edge 16.0,24,1366x768,match_status:2,true,false,true,false,desktop,Windows
3195090,0,1,55,8,4807985,48.855,C,12488,555,197,visa,226,credit,,,,,gmail.com,gmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M0,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,175109,,,0,-6,,,,,100,NotFound,52,,New,NotFound,191,,410,424,,,,,,,,New,NotFound,,chrome 63.0,,,,false,false,true,false,desktop,
3214427,0,1,62,9,5369031,70.208,C,1976,545,185,visa,102,credit,,,,1432,anonymous.com,anonymous.com,1,2,0,1,0,1,1,1,0,1,1,1,0,0,0,,0,0,0,0,0,0.125,0.125,0,,0,0,0,0,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70.208000183105469,70.208000183105469,70.208000183105469,0,0,0,0,0,0,70.208000183105469,70.208000183105469,70.208000183105469,0,0,0,1,1,1,0,2,2,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70.208000183105469,70.208000183105469,70.208000183105469,0,0,0,0,0,0,0,70.208000183105469,70.208000183105469,70.208000183105469,0,0,0,1,1,0,2,2,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,70.208000183105469,70.208000183105469,70.208000183105469,0,0,0,0,0,0,0,70.208000183105469,70.208000183105469,70.208000183105469,0,0,0,,,,,,,,,,,,,,,,,,,-5,152098,0,0,0,0,,,0,0,100,NotFound,52,,Found,Found,225,,266,507,,,,,,,,Found,Found,,firefox generic,,,,false,false,true,false,desktop,Windows
3324200,1,1,95,14,8292020,18.005,C,7099,545,185,visa,195,credit,,,,0,gmail.com,gmail.com,6,10,0,4,0,4,4,4,0,4,3,3,1,1,18,,18,0,0,0,0,0.95833301544189442,0.95833301544189442,0,,0,0,0,18,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,2,2,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,18.005199432373047,18.005199432373047,18.005199432373047,0,0,0,0,0,0,18.005199432373047,18.005199432373047,18.005199432373047,0,0,0,1,1,1,0,2,2,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,18.005199432373047,18.005199432373047,18.005199432373047,0,0,0,0,0,0,0,18.005199432373047,18.005199432373047,18.005199432373047,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,2,1,1,0,32.264301300048828,0,0,0,0,0,0,0,0,0,32.264301300048828,0,0,0,0,,,,,,,,,,,,,,,,,,,-5,139620,0,0,0,0,,,0,0,100,NotFound,52,,Found,Found,225,,427,315,,,,,,,,Found,Found,,chrome 64.0,,,,false,false,true,false,desktop,Windows
3560292,1,1,176,26,15220411,6.886,C,10369,176,185,mastercard,137,credit,,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,,,412,385,412,385,,,0,,412,0,,0,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,,,,,,,0,,,,0,0,,,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,,,,,,,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-10,305092,,,9,-28,,,,,100,NotFound,27,,New,NotFound,225,17,266,563,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,false,false,true,false,mobile,SLA-L03 Build/HUAWEISLA-L03
3302849,0,1,90,13,7861148,6.405,C,3154,408,185,mastercard,224,debit,,,,,hotmail.com,hotmail.com,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,,,0,,0,,,,0,,0,0,0,0,,,,M2,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,-35,615435,,,0,0,,,,,100,NotFound,33,,Unknown,,225,,176,507,,,,,,,,New,NotFound,,chrome 64.0 for ios,,,,false,false,false,false,mobile,
